1921, 1921, 0, 131010.261666667, 8966.85, 0.0684438752043304, 0.278537407274748, 0.0652231746881787, 0.934776825311821, 1e+05, 6522.31746881787, 95294.3919283695, 6097255.97041688, 60.9725597041688
1921, 1921, 1, 121712.075, 1609.61, 0.0132247355079601, 0.5, 0.013137863125473, 0.986862136874527, 93477.6825311821, 1228.09699838109, 92863.6340319916, 6001961.57848851, 64.2074280830227
1921, 1921, 2, 116481.898333333, 689.05, 0.00591551142159585, 0.5, 0.00589806638207161, 0.994101933617928, 92249.5855328011, 544.094179191054, 91977.5384432055, 5909097.94445652, 64.0555500637499
1921, 1921, 3, 116965.84, 415.72, 0.00355420009807992, 0.5, 0.00354789513346425, 0.996452104866536, 91705.49135361, 325.361466485421, 91542.8106203673, 5817120.40601331, 63.4326289532968
1921, 1921, 4, 118791.648333333, 386.59, 0.00325435336089634, 0.5, 0.00324906655556391, 0.996750933444436, 91380.1298871246, 296.900123859342, 91231.6798251949, 5725577.59539294, 62.6567023100684
1921, 1921, 5, 120363.521666667, 302.45, 0.00251280450930641, 0.5, 0.00250965137765713, 0.997490348622343, 91083.2297632652, 228.587153056839, 90968.9361867368, 5634345.91556775, 61.8593118646759
1921, 1921, 6, 122323.15, 287.41, 0.00234959613123109, 0.5, 0.00234683906923224, 0.997653160930768, 90854.6426102084, 213.221224898769, 90748.031997759, 5543376.97938101, 61.0136897809795
1921, 1921, 7, 121669.938333333, 227.35, 0.00186857989010515, 0.5, 0.00186683572425891, 0.998133164275741, 90641.4213853096, 169.212643539701, 90556.8150635398, 5452628.94738325, 60.1560397448375
1921, 1921, 8, 118281.575, 195.33, 0.00165139836868084, 0.5, 0.00165003593535488, 0.998349964064645, 90472.2087417699, 149.282395574848, 90397.5675439825, 5362072.13231971, 59.2676160656627
1921, 1921, 9, 114842.971666667, 160.25, 0.00139538360662704, 0.5, 0.0013944107376849, 0.998605589262315, 90322.9263461951, 125.947258356257, 90259.9527170169, 5271674.56477573, 58.3647450102551
1921, 1921, 10, 111770.991666667, 154.24, 0.0013799644943653, 0.5, 0.00137901299987675, 0.998620987000123, 90196.9790878388, 124.382806711741, 90134.787684483, 5181414.61205871, 57.4455449002651
